마하, 55, 197
자파, 42, 146
하가, 68, 185
자카, 56, 166
하가, 48, 171
다가, 53, 161
파하, 87, 144
라하, 50, 142
차자, 61, 158
타파, 54, 186
다마, 52, 163
사나, 60, 163
나카, 89, 167
사나, 42, 190
마다, 90, 194
바카, 90, 154
나자, 88, 163
나자, 70, 144
타마, 52, 147
바아, 66, 186
자라, 95, 155
가나, 80, 157
차바, 43, 161
라나, 69, 151
자하, 97, 183
가자, 69, 182
바바, 93, 184
자나, 84, 172
바바, 71, 194
파다, 68, 195
자사, 68, 172
다마, 91, 187
카아, 74, 183
라자, 74, 191
나마, 43, 140
파마, 87, 188
아카, 99, 165
카나, 66, 186
카자, 91, 145
바마, 53, 194
파사, 45, 155
사타, 50, 154
사타, 97, 171
카하, 63, 155
하차, 49, 198
차아, 44, 151
자바, 44, 197
파파, 72, 144
가카, 57, 157
마카, 83, 141
하사, 86, 190
아타, 67, 190
나카, 42, 189
다파, 56, 189
차타, 76, 153
바카, 48, 153
바바, 52, 164
파차, 46, 174
라사, 64, 162
차다, 58, 197
타나, 48, 198
라사, 69, 141
사바, 46, 157
차타, 56, 158
타사, 90, 164
라마, 70, 175
자하, 69, 141
나아, 66, 158
차파, 54, 160
타다, 66, 176
파바, 75, 157
하사, 60, 160
가아, 51, 148
마다, 52, 155
바다, 76, 186
파다, 59, 144
가파, 78, 196
라사, 59, 180
사하, 61, 190
바다, 68, 193
나나, 52, 160
바가, 59, 158
파바, 43, 196
자바, 94, 190
사아, 82, 174
파카, 56, 179
라나, 70, 189
자다, 49, 141
아차, 67, 141
타타, 50, 161
바하, 49, 161
가파, 74, 183
타타, 55, 190
다가, 65, 191
카바, 41, 148
타타, 43, 182
타타, 69, 140
하바, 60, 160
나나, 49, 177
하나, 53, 176
파라, 70, 170
자가, 81, 162
마아, 85, 160
차라, 63, 178
하마, 96, 171
자가, 53, 191
가하, 82, 152
사파, 97, 183
차자, 93, 183
마카, 94, 197
라마, 67, 175
차사, 44, 149
차라, 58, 164
자나, 74, 144
아차, 43, 149
라차, 63, 158
라다, 77, 169
마자, 78, 150
마차, 46, 179
카파, 78, 169
마바, 64, 167
카나, 94, 158
나아, 66, 168
카마, 66, 147
차사, 51, 185
바카, 87, 193
타파, 92, 165
가마, 48, 183
바다, 85, 178
타바, 58, 199
카카, 97, 144
카라, 88, 162
라마, 68, 188
카자, 89, 165
파다, 56, 170
파타, 94, 143
하자, 82, 162
차사, 69, 193
카라, 84, 173
자차, 66, 159
차하, 79, 155
라가, 68, 195
자나, 43, 163
자타, 56, 178
카가, 55, 148
차아, 60, 170
아라, 61, 145
자파, 65, 197
아자, 93, 193
파타, 91, 191
사바, 69, 176
바나, 49, 181
아나, 86, 179
다마, 49, 174
차바, 58, 184
타아, 43, 189
나카, 49, 168
파파, 94, 162
카사, 49, 169
카아, 60, 148
하나, 50, 184
바카, 55, 179
카다, 52, 165
사사, 74, 195
파가, 80, 142
아아, 71, 180
사하, 90, 196
라사, 86, 163
라파, 60, 166
자자, 95, 153
마다, 66, 191
타자, 84, 162
아나, 55, 184
자바, 56, 198
파가, 88, 157
사나, 68, 190
하타, 64, 176
바자, 56, 181
나자, 70, 164
자카, 40, 189
다가, 40, 178
라카, 49, 171
사아, 97, 176
마라, 60, 181
카자, 52, 198
차파, 78, 180
라라, 80, 162
라마, 95, 196
카카, 73, 193
하가, 43, 140
마사, 56, 178
카타, 84, 141
다가, 54, 150
바카, 57, 143
나나, 88, 148
차자, 91, 145
아나, 95, 172
마마, 78, 186
차사, 93, 140
가마, 97, 153
타바, 83, 199
바나, 92, 153
타카, 54, 154
가자, 51, 189
나가, 63, 171
사아, 82, 187
마타, 57, 173
카파, 90, 159
사사, 52, 190
가차, 72, 176
다나, 70, 141
하라, 82, 149
파카, 83, 190
아다, 60, 173
가자, 97, 147
다차, 68, 156
차차, 95, 171
파다, 76, 166
파차, 82, 198
자나, 91, 154
바나, 74, 170
가아, 54, 186
자가, 40, 153
하마, 41, 162
아나, 68, 166
파사, 85, 188
마가, 94, 186
다마, 44, 185
아사, 53, 169
파아, 59, 145
타나, 58, 187
파가, 46, 169
사마, 77, 181
아바, 48, 146
바사, 83, 185
자나, 85, 142
사자, 87, 194
타아, 45, 141
다나, 75, 144
나파, 81, 197
아나, 95, 159
바파, 42, 182
나하, 45, 176
타사, 44, 158
타아, 62, 183
사사, 77, 150
자카, 63, 155
마아, 52, 199
사카, 81, 171
타타, 74, 181
파하, 83, 185
라라, 63, 160
아마, 65, 193
자사, 45, 199
마파, 52, 188
마사, 89, 179
하바, 82, 191
라마, 54, 184
다하, 66, 171
가바, 69, 161
마자, 96, 195
카차, 80, 157
파바, 55, 188
가라, 93, 172
하아, 85, 153
다마, 79, 193
마자, 41, 179
가라, 56, 142
라파, 71, 156
가차, 51, 198
다카, 40, 148
마마, 68, 159
가아, 57, 163
하파, 68, 147
파아, 54, 144
나차, 76, 184
사자, 96, 170
카마, 46, 186
타자, 40, 196
파다, 77, 186
바자, 52, 165
사자, 93, 142
타나, 52, 156
라라, 97, 162
마다, 46, 147
파차, 71, 182
카자, 46, 168
자바, 68, 173
나아, 43, 155
카카, 91, 147
마라, 77, 147
타가, 41, 182
파아, 93, 194
가타, 42, 182
하하, 92, 186
아파, 83, 186
나카, 59, 186
하아, 56, 157
가가, 55, 191
카나, 82, 140
하파, 66, 181
나차, 99, 172
파사, 84, 192
카차, 83, 161
아타, 91, 144
카나, 89, 179
아라, 54, 176
라마, 98, 144
카하, 49, 148
마자, 53, 196
다바, 94, 163
자다, 78, 149
차마, 48, 163
사하, 58, 148
타가, 80, 169
자바, 50, 176
나카, 48, 150
바타, 84, 174
타아, 65, 149
아카, 84, 178
사라, 49, 192
라나, 63, 155
가나, 98, 150
마카, 91, 173
자가, 81, 195
하바, 68, 189
마카, 53, 154
사라, 55, 191
하하, 46, 163
마사, 46, 145
가바, 62, 160
바아, 85, 150
카차, 42, 150
타가, 82, 183
차나, 84, 194
바사, 62, 153
마가, 47, 160
하차, 68, 172
가파, 50, 164
파타, 59, 199
하마, 44, 194
카다, 82, 193
카자, 99, 198
가마, 84, 159
나차, 43, 156
다다, 90, 195
마다, 50, 153
카바, 77, 175
카아, 52, 196
파라, 51, 182
사바, 84, 141
카라, 65, 198
차차, 62, 189
나하, 90, 170
바나, 45, 186
하카, 88, 178
하마, 42, 168
바하, 75, 177
가다, 42, 181
가라, 78, 173
바자, 99, 140
타자, 50, 162
타바, 84, 167
나가, 74, 187
가가, 87, 146
아다, 48, 178
차라, 60, 192
바라, 86, 195
다다, 73, 166
라파, 82, 154
나라, 71, 152
가마, 97, 153
차자, 96, 153
자차, 67, 170
라차, 52, 180
자라, 80, 168
라카, 68, 150
바바, 57, 162
